Plant,Date,Site,Block,Transect,Observer,StartTime,EndTime,TempC,PlantBloomingState,TotalPlants,Plant,Eggs,Instar_1,Instar_2,Instar_3,Instar_4,Instar_5,Pupae,Adult_M,Adult_F,Adult_Unk,Dead,TugTest,PercDefoliation,PodsWithBugs,TotalPods,PodsWithBugsPercent,Aphids,AphidMummies ,Notes,AdultsUKOutside,InstarsInside,InstarsOutside,Pupae outside
8,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,8,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
9,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,9,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
10,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,10,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,1,N,,,,,
11,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,11,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
12,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,12,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
13,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,13,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
14,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,14,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
15,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,15,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
16,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,16,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
17,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,17,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
18,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,18,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
19,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,19,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
20,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,20,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
21,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,21,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
22,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,22,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
23,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,23,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
24,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,24,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
25,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,25,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
26,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,26,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
27,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,27,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
28,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,28,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
29,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,29,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
30,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,30,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
31,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,31,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
32,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,32,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
33,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,33,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
34,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,34,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
35,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,35,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
36,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,36,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
37,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,37,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
38,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,38,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
39,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,39,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
40,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,40,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
41,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,41,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
42,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,42,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
43,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,43,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
44,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,44,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
45,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,45,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
46,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,46,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
47,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,47,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
48,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,48,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
49,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,49,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
50,6/12/19,Borderview,Faith,2,TJS,1:20,1:54,21,Pre,50,50,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
1,6/12/19,Borderview,Central B,1,FNN,2:05,2:25,21,Pre,33,1,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
2,6/12/19,Borderview,Central B,1,FNN,2:05,2:25,21,Pre,33,2,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,1,N,,,,,
3,6/12/19,Borderview,Central B,1,FNN,2:05,2:25,21,Pre,33,3,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
4,6/12/19,Borderview,Central B,1,FNN,2:05,2:25,21,Pre,33,4,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,1,N,,,,,
5,6/12/19,Borderview,Central B,1,FNN,2:05,2:25,21,Pre,33,5,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
6,6/12/19,Borderview,Central B,1,FNN,2:05,2:25,21,Pre,33,6,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,3,N,,,,,
7,6/12/19,Borderview,Central B,1,FNN,2:05,2:25,21,Pre,33,7,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,14,N,,,,,
8,6/12/19,Borderview,Central B,1,FNN,2:05,2:25,21,Pre,33,8,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,9,N,,,,,
9,6/12/19,Borderview,Central B,1,FNN,2:05,2:25,21,Pre,33,9,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,2,N,,,,,
10,6/12/19,Borderview,Central B,1,FNN,2:05,2:25,21,Pre,33,10,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
11,6/12/19,Borderview,Central B,1,FNN,2:05,2:25,21,Pre,33,11,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
12,6/12/19,Borderview,Central B,1,FNN,2:05,2:25,21,Pre,33,12,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
13,6/12/19,Borderview,Central B,1,FNN,2:05,2:25,21,Pre,33,13,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
14,6/12/19,Borderview,Central B,1,FNN,2:05,2:25,21,Pre,33,14,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
15,6/12/19,Borderview,Central B,1,FNN,2:05,2:25,21,Pre,33,15,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
16,6/12/19,Borderview,Central B,1,FNN,2:05,2:25,21,Pre,33,16,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
17,6/12/19,Borderview,Central B,1,FNN,2:05,2:25,21,Pre,33,17,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
18,6/12/19,Borderview,Central B,1,FNN,2:05,2:25,21,Pre,33,18,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
19,6/12/19,Borderview,Central B,1,FNN,2:05,2:25,21,Pre,33,19,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
20,6/12/19,Borderview,Central B,1,FNN,2:05,2:25,21,Pre,33,20,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
21,6/12/19,Borderview,Central B,1,FNN,2:05,2:25,21,Pre,33,21,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
22,6/12/19,Borderview,Central B,1,FNN,2:05,2:25,21,Pre,33,22,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
23,6/12/19,Borderview,Central B,1,FNN,2:05,2:25,21,Pre,33,23,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
24,6/12/19,Borderview,Central B,1,FNN,2:05,2:25,21,Pre,33,24,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
25,6/12/19,Borderview,Central B,1,FNN,2:05,2:25,21,Pre,33,25,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
26,6/12/19,Borderview,Central B,1,FNN,2:05,2:25,21,Pre,33,26,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
27,6/12/19,Borderview,Central B,1,FNN,2:05,2:25,21,Pre,33,27,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
28,6/12/19,Borderview,Central B,1,FNN,2:05,2:25,21,Pre,33,28,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
29,6/12/19,Borderview,Central B,1,FNN,2:05,2:25,21,Pre,33,29,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
30,6/12/19,Borderview,Central B,1,FNN,2:05,2:25,21,Pre,33,30,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
31,6/12/19,Borderview,Central B,1,FNN,2:05,2:25,21,Pre,33,31,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
32,6/12/19,Borderview,Central B,1,FNN,2:05,2:25,21,Pre,33,32,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
33,6/12/19,Borderview,Central B,1,FNN,2:05,2:25,21,Pre,33,33,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
1,6/12/19,Borderview,Central B,2,TJS,2:05,2:25,21,Pre,33,1,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
2,6/12/19,Borderview,Central B,2,TJS,2:05,2:25,21,Pre,33,2,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
3,6/12/19,Borderview,Central B,2,TJS,2:05,2:25,21,Pre,33,3,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
4,6/12/19,Borderview,Central B,2,TJS,2:05,2:25,21,Pre,33,4,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
5,6/12/19,Borderview,Central B,2,TJS,2:05,2:25,21,Pre,33,5,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
6,6/12/19,Borderview,Central B,2,TJS,2:05,2:25,21,Pre,33,6,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
7,6/12/19,Borderview,Central B,2,TJS,2:05,2:25,21,Pre,33,7,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
8,6/12/19,Borderview,Central B,2,TJS,2:05,2:25,21,Pre,33,8,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
9,6/12/19,Borderview,Central B,2,TJS,2:05,2:25,21,Pre,33,9,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,4,N,,,,,
10,6/12/19,Borderview,Central B,2,TJS,2:05,2:25,21,Pre,33,10,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
11,6/12/19,Borderview,Central B,2,TJS,2:05,2:25,21,Pre,33,11,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
12,6/12/19,Borderview,Central B,2,TJS,2:05,2:25,21,Pre,33,12,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
13,6/12/19,Borderview,Central B,2,TJS,2:05,2:25,21,Pre,33,13,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
14,6/12/19,Borderview,Central B,2,TJS,2:05,2:25,21,Pre,33,14,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
15,6/12/19,Borderview,Central B,2,TJS,2:05,2:25,21,Pre,33,15,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
16,6/12/19,Borderview,Central B,2,TJS,2:05,2:25,21,Pre,33,16,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
17,6/12/19,Borderview,Central B,2,TJS,2:05,2:25,21,Pre,33,17,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
18,6/12/19,Borderview,Central B,2,TJS,2:05,2:25,21,Pre,33,18,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
19,6/12/19,Borderview,Central B,2,TJS,2:05,2:25,21,Pre,33,19,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
20,6/12/19,Borderview,Central B,2,TJS,2:05,2:25,21,Pre,33,20,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
21,6/12/19,Borderview,Central B,2,TJS,2:05,2:25,21,Pre,33,21,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
22,6/12/19,Borderview,Central B,2,TJS,2:05,2:25,21,Pre,33,22,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
23,6/12/19,Borderview,Central B,2,TJS,2:05,2:25,21,Pre,33,23,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
24,6/12/19,Borderview,Central B,2,TJS,2:05,2:25,21,Pre,33,24,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
25,6/12/19,Borderview,Central B,2,TJS,2:05,2:25,21,Pre,33,25,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
26,6/12/19,Borderview,Central B,2,TJS,2:05,2:25,21,Pre,33,26,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
27,6/12/19,Borderview,Central B,2,TJS,2:05,2:25,21,Pre,33,27,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
28,6/12/19,Borderview,Central B,2,TJS,2:05,2:25,21,Pre,33,28,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
29,6/12/19,Borderview,Central B,2,TJS,2:05,2:25,21,Pre,33,29,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
30,6/12/19,Borderview,Central B,2,TJS,2:05,2:25,21,Pre,33,30,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
31,6/12/19,Borderview,Central B,2,TJS,2:05,2:25,21,Pre,33,31,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
32,6/12/19,Borderview,Central B,2,TJS,2:05,2:25,21,Pre,33,32,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
33,6/12/19,Borderview,Central B,2,TJS,2:05,2:25,21,Pre,33,33,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
1,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,1,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
2,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,2,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
3,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,3,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
4,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,4,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
5,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,5,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
6,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,6,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
7,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,7,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
8,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,8,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
9,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,9,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
10,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,10,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
11,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,11,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
12,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,12,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
13,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,13,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
14,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,14,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
15,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,15,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
16,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,16,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
17,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,17,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
18,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,18,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
19,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,19,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
20,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,20,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
21,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,21,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
22,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,22,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
23,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,23,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
24,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,24,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
25,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,25,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
26,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,26,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
27,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,27,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
28,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,28,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
29,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,29,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
30,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,30,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
31,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,31,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
32,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,32,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
33,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,33,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
34,6/12/19,Borderview,Central B,3,SAA,2:04,2:12,21,Pre,34,34,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
1,6/12/19,Borderview,Shore,1,FNN,2:50,3:20,21,Pre,50,1,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,6,N,,,,,
2,6/12/19,Borderview,Shore,1,FNN,2:50,3:20,21,Pre,50,2,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
3,6/12/19,Borderview,Shore,1,FNN,2:50,3:20,21,Pre,50,3,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
4,6/12/19,Borderview,Shore,1,FNN,2:50,3:20,21,Pre,50,4,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
5,6/12/19,Borderview,Shore,1,FNN,2:50,3:20,21,Pre,50,5,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,2,N,,,,,
6,6/12/19,Borderview,Shore,1,FNN,2:50,3:20,21,Pre,50,6,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,8,N,,,,,
7,6/12/19,Borderview,Shore,1,FNN,2:50,3:20,21,Pre,50,7,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,3,N,,,,,
8,6/12/19,Borderview,Shore,1,FNN,2:50,3:20,21,Pre,50,8,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,3,N,,,,,
9,6/12/19,Borderview,Shore,1,FNN,2:50,3:20,21,Pre,50,9,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,0,N,,,,,
10,6/12/19,Borderview,Shore,1,FNN,2:50,3:20,21,Pre,50,10,0,0,0,0,0,0,0,0,0,,0,N,NA,NA,NA,NA,6,N,,,,,
11,6/12/19,Borderview,Shore,1,FNN,2:50,3:20,21,Pre,50,11,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
12,6/12/19,Borderview,Shore,1,FNN,2:50,3:20,21,Pre,50,12,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
13,6/12/19,Borderview,Shore,1,FNN,2:50,3:20,21,Pre,50,13,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
14,6/12/19,Borderview,Shore,1,FNN,2:50,3:20,21,Pre,50,14,0,0,0,0,0,0,0,0,0,,0,NA,NA,NA,NA,NA,NA,NA,,,,,
